15.000000,0.000000,0.000000,1.000000,3.000000,0.000000,9.000000,0.600000,0.000000
16.000000,1.000000,0.000000,1.000000,1.000000,0.000000,8.000000,0.375000,0.000000
18.000000,1.000000,0.000000,1.000000,2.000000,0.000000,8.000000,0.333333,0.000000
17.000000,1.000000,0.000000,0.000000,1.000000,0.000000,9.000000,0.529412,0.000000
16.000000,1.000000,1.000000,0.000000,2.000000,0.000000,7.000000,0.687500,0.000000
12.000000,2.000000,0.000000,0.000000,1.000000,0.000000,8.000000,0.583333,0.000000
14.000000,1.000000,1.000000,1.000000,1.000000,0.000000,9.000000,0.357143,0.000000
20.000000,1.000000,0.000000,4.000000,1.000000,0.000000,9.000000,0.550000,0.000000
9.000000,2.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.333333,1.000000
23.000000,2.000000,2.000000,5.000000,2.000000,0.000000,8.000000,0.391304,0.000000
13.000000,2.000000,0.000000,0.000000,2.000000,0.000000,8.000000,0.461538,0.000000
17.000000,1.000000,0.000000,0.000000,1.000000,0.000000,8.000000,0.529412,0.000000
43.000000,2.000000,9.000000,10.000000,1.000000,0.000000,9.000000,0.488372,0.000000
15.000000,2.000000,0.000000,1.000000,1.000000,0.000000,9.000000,0.600000,0.000000
23.000000,3.000000,4.000000,5.000000,2.000000,0.000000,9.000000,0.434783,0.000000
26.000000,1.000000,8.000000,4.000000,2.000000,0.000000,7.000000,0.461538,1.000000
48.000000,0.000000,12.000000,15.000000,-1.000000,0.000000,5.000000,0.312500,1.000000
15.000000,0.000000,3.000000,1.000000,1.000000,0.000000,8.000000,0.266667,0.000000
9.000000,1.000000,0.000000,0.000000,1.000000,0.000000,9.000000,0.777778,0.000000
11.000000,2.000000,0.000000,1.000000,2.000000,0.000000,7.000000,0.545455,1.000000
23.000000,0.000000,4.000000,3.000000,2.000000,0.000000,9.000000,0.173913,0.000000
13.000000,1.000000,0.000000,1.000000,2.000000,0.000000,7.000000,0.538462,0.000000
22.000000,0.000000,1.000000,2.000000,2.000000,0.000000,7.000000,0.409091,0.000000
10.000000,2.000000,1.000000,0.000000,2.000000,0.000000,8.000000,0.200000,0.000000
10.000000,6.000000,1.000000,1.000000,2.000000,0.000000,9.000000,0.400000,0.000000
13.000000,6.000000,0.000000,1.000000,3.000000,0.000000,9.000000,0.461538,0.000000
12.000000,4.000000,0.000000,0.000000,1.000000,0.000000,9.000000,0.833333,0.000000
20.000000,1.000000,1.000000,2.000000,1.000000,0.000000,8.000000,0.600000,0.000000
10.000000,3.000000,0.000000,0.000000,2.000000,0.000000,7.000000,0.200000,0.000000
19.000000,6.000000,0.000000,2.000000,1.000000,0.000000,8.000000,0.473684,0.000000
21.000000,6.000000,5.000000,4.000000,2.000000,0.000000,9.000000,0.238095,0.000000
16.000000,7.000000,2.000000,0.000000,1.000000,0.000000,7.000000,0.500000,0.000000
13.000000,9.000000,0.000000,2.000000,2.000000,0.000000,10.000000,0.538462,0.000000
13.000000,10.000000,0.000000,2.000000,2.000000,0.000000,9.000000,0.461538,0.000000
16.000000,3.000000,0.000000,0.000000,2.000000,0.000000,8.000000,0.562500,0.000000
9.000000,4.000000,1.000000,1.000000,2.000000,0.000000,9.000000,0.555556,0.000000
11.000000,2.000000,1.000000,0.000000,2.000000,0.000000,9.000000,0.636364,0.000000
12.000000,2.000000,0.000000,0.000000,2.000000,0.000000,8.000000,0.583333,0.000000
12.000000,0.000000,0.000000,0.000000,2.000000,0.000000,9.000000,0.666667,0.000000
29.000000,0.000000,3.000000,7.000000,1.000000,0.000000,8.000000,0.310345,0.000000
11.000000,3.000000,0.000000,2.000000,2.000000,0.000000,7.000000,0.636364,1.000000
34.000000,4.000000,2.000000,9.000000,1.000000,0.000000,8.000000,0.529412,0.000000
36.000000,2.000000,3.000000,14.000000,1.000000,0.000000,9.000000,0.416667,0.000000
19.000000,0.000000,0.000000,0.000000,2.000000,0.000000,6.000000,0.473684,0.000000
11.000000,0.000000,0.000000,0.000000,2.000000,0.000000,9.000000,0.454545,0.000000
9.000000,2.000000,0.000000,0.000000,3.000000,0.000000,9.000000,0.666667,0.000000
12.000000,1.000000,1.000000,0.000000,1.000000,0.000000,8.000000,0.416667,0.000000
32.000000,0.000000,6.000000,7.000000,2.000000,0.000000,8.000000,0.531250,0.000000
25.000000,3.000000,3.000000,9.000000,1.000000,0.000000,8.000000,0.640000,0.000000
27.000000,3.000000,5.000000,11.000000,1.000000,0.000000,8.000000,0.518519,0.000000
36.000000,0.000000,5.000000,5.000000,2.000000,0.000000,7.000000,0.333333,1.000000
23.000000,2.000000,0.000000,2.000000,2.000000,0.000000,8.000000,0.521739,0.000000
33.000000,0.000000,1.000000,14.000000,1.000000,0.000000,7.000000,0.212121,0.000000
16.000000,0.000000,0.000000,0.000000,2.000000,0.000000,9.000000,0.437500,0.000000
7.000000,2.000000,0.000000,0.000000,2.000000,0.000000,9.000000,0.714286,0.000000
11.000000,1.000000,0.000000,0.000000,2.000000,0.000000,9.000000,0.363636,0.000000
13.000000,0.000000,2.000000,1.000000,2.000000,0.000000,9.000000,0.615385,0.000000
